Shop Cherri LLC Financing Scenario
Agreement Amount: ,"$6,500.00"
Principal Repayment Rate: ,17.0%
Fee Repayment Rate: ,2.89%
Period Start: ,2025-11-10,Period end: ,2025-11-16
Total Sales in Period,"$2,672.45"
Principal Payment (17.0% of retail sales),$454.32
Fee (2.89% of retail sales),$77.23
""
Store,Purchased At (UTC),Order Id,Line Item Id,SKU,Product,Net Price,Principal Repayment Rate,Principal Payment
shop-cherri.myshopify.com,2025-11-09 07:12:31 UTC,gid://shopify/Order/6219296440356,gid://shopify/LineItem/16209319493668,MTBP0211L,"Mid-Rise Thong - 1X/2X / Black Licorice,",$21.00,17.0%,$3.57
shop-cherri.myshopify.com,2025-11-09 20:53:45 UTC,gid://shopify/Order/6220091654180,gid://shopify/LineItem/16211862880292,TIER5,Order Protection - TIER5,$1.75,17.0%,$0.30
shop-cherri.myshopify.com,2025-11-09 20:53:45 UTC,gid://shopify/Order/6220091654180,gid://shopify/LineItem/16211862913060,MTB0213L,"Mid-Rise Thong - M/L / Black Licorice,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-11-09 20:53:45 UTC,gid://shopify/Order/6220091654180,gid://shopify/LineItem/16211862945828,MTB0212L,"Mid-Rise Thong - S/M / Black Licorice,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-11-09 20:55:33 UTC,gid://shopify/Order/6220095651876,gid://shopify/LineItem/16211880378404,MTB0214L,"Mid-Rise Thong - L/XL / Black Licorice,",$56.00,17.0%,$9.52
shop-cherri.myshopify.com,2025-11-09 20:55:33 UTC,gid://shopify/Order/6220095651876,gid://shopify/LineItem/16211880411172,LRL02204L,"Bikini Brief - L/XL / Black Licorice,",$56.00,17.0%,$9.52
shop-cherri.myshopify.com,2025-11-09 23:30:22 UTC,gid://shopify/Order/6220452692004,gid://shopify/LineItem/16213571436580,MTB0212L,"Mid-Rise Thong - S/M / Black Licorice,",$0.02,17.0%,$0.00
shop-cherri.myshopify.com,2025-11-10 05:32:08 UTC,gid://shopify/Order/6220746096676,gid://shopify/LineItem/16214397091876,MTB0214R,"Mid-Rise Thong - L/XL / Red Candy Apple,",$25.21,17.0%,$4.29
shop-cherri.myshopify.com,2025-11-10 05:32:08 UTC,gid://shopify/Order/6220746096676,gid://shopify/LineItem/16214397124644,LRL02204L,"Bikini Brief - L/XL / Black Licorice,",$25.21,17.0%,$4.29
shop-cherri.myshopify.com,2025-11-10 05:32:08 UTC,gid://shopify/Order/6220746096676,gid://shopify/LineItem/16214397059108,TIER5,Order Protection - TIER5,$1.58,17.0%,$0.27
shop-cherri.myshopify.com,2025-11-10 10:09:03 UTC,gid://shopify/Order/6220874252324,gid://shopify/LineItem/16214646456356,BASE,Order Protection - BASE,$0.88,17.0%,$0.15
shop-cherri.myshopify.com,2025-11-10 10:09:03 UTC,gid://shopify/Order/6220874252324,gid://shopify/LineItem/16214646489124,LRL02204L,"Bikini Brief - L/XL / Black Licorice,",$25.21,17.0%,$4.29
shop-cherri.myshopify.com,2025-11-10 14:52:39 UTC,gid://shopify/Order/6221056245796,gid://shopify/LineItem/16214991044644,LRL02204L,"Bikini Brief - L/XL / Black Licorice,",$22.41,17.0%,$3.81
shop-cherri.myshopify.com,2025-11-10 14:52:39 UTC,gid://shopify/Order/6221056245796,gid://shopify/LineItem/16214991011876,LRL02203L,"Bikini Brief - M/L / Black Licorice,",$22.41,17.0%,$3.81
shop-cherri.myshopify.com,2025-11-10 14:52:39 UTC,gid://shopify/Order/6221056245796,gid://shopify/LineItem/16214991077412,MTB0214R,"Mid-Rise Thong - L/XL / Red Candy Apple,",$22.41,17.0%,$3.81
shop-cherri.myshopify.com,2025-11-10 23:29:55 UTC,gid://shopify/Order/6221666779172,gid://shopify/LineItem/16216886083620,LRL02204L,"Bikini Brief - L/XL / Black Licorice,",$23.80,17.0%,$4.05
shop-cherri.myshopify.com,2025-11-11 16:18:44 UTC,gid://shopify/Order/6222365720612,gid://shopify/LineItem/16218458751012,TIER5,Order Protection - TIER5,$1.75,17.0%,$0.30
shop-cherri.myshopify.com,2025-11-11 16:18:44 UTC,gid://shopify/Order/6222365720612,gid://shopify/LineItem/16218458816548,MTB0213L,"Mid-Rise Thong - M/L / Black Licorice,",$56.00,17.0%,$9.52
shop-cherri.myshopify.com,2025-11-11 16:18:44 UTC,gid://shopify/Order/6222365720612,gid://shopify/LineItem/16218458783780,MTB0213R,"Mid-Rise Thong - M/L / Red Candy Apple,",$56.00,17.0%,$9.52
shop-cherri.myshopify.com,2025-11-11 21:19:25 UTC,gid://shopify/Order/6222794424356,gid://shopify/LineItem/16219869446180,MTB0214R,"Mid-Rise Thong - L/XL / Red Candy Apple,",$22.41,17.0%,$3.81
shop-cherri.myshopify.com,2025-11-11 21:19:25 UTC,gid://shopify/Order/6222794424356,gid://shopify/LineItem/16219869413412,LRL02204L,"Bikini Brief - L/XL / Black Licorice,",$22.41,17.0%,$3.81
shop-cherri.myshopify.com,2025-11-12 04:51:48 UTC,gid://shopify/Order/6223240560676,gid://shopify/LineItem/16221251764260,MTB0212L,"Mid-Rise Thong - S/M / Black Licorice,",$56.00,17.0%,$9.52
shop-cherri.myshopify.com,2025-11-12 04:51:48 UTC,gid://shopify/Order/6223240560676,gid://shopify/LineItem/16221251731492,TIER5,Order Protection - TIER5,$1.75,17.0%,$0.30
shop-cherri.myshopify.com,2025-11-12 15:36:33 UTC,gid://shopify/Order/6223684501540,gid://shopify/LineItem/16221903126564,MTB0213L,"Mid-Rise Thong - M/L / Black Licorice,",$22.41,17.0%,$3.81
shop-cherri.myshopify.com,2025-11-12 15:36:33 UTC,gid://shopify/Order/6223684501540,gid://shopify/LineItem/16221903093796,MTB0213L,"Mid-Rise Thong - M/L / Black Licorice,",$22.41,17.0%,$3.81
shop-cherri.myshopify.com,2025-11-12 19:12:47 UTC,gid://shopify/Order/6223953395748,gid://shopify/LineItem/16222600921124,LRL02204L,"Bikini Brief - L/XL / Black Licorice,",$0.00,17.0%,$0.00
shop-cherri.myshopify.com,2025-11-12 23:08:25 UTC,gid://shopify/Order/6224244277284,gid://shopify/LineItem/16223514394660,MTB0213R,"Mid-Rise Thong - M/L / Red Candy Apple,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-11-12 23:08:25 UTC,gid://shopify/Order/6224244277284,gid://shopify/LineItem/16223514329124,TIER5,Order Protection - TIER5,$1.75,17.0%,$0.30
shop-cherri.myshopify.com,2025-11-12 23:08:25 UTC,gid://shopify/Order/6224244277284,gid://shopify/LineItem/16223514361892,LRL02203L,"Bikini Brief - M/L / Black Licorice,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-11-13 00:29:25 UTC,gid://shopify/Order/6224339402788,gid://shopify/LineItem/16223840010276,MTB0213L,"Mid-Rise Thong - M/L / Black Licorice,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-11-13 06:59:16 UTC,gid://shopify/Order/6224685662244,gid://shopify/LineItem/16224620904484,MTBP0212L,"Mid-Rise Thong - 2X/3X / Black Licorice,",$20.62,17.0%,$3.51
shop-cherri.myshopify.com,2025-11-13 06:59:16 UTC,gid://shopify/Order/6224685662244,gid://shopify/LineItem/16224620937252,GSP02302LM,G-String - 2X/3X / Lemonade,$20.62,17.0%,$3.51
shop-cherri.myshopify.com,2025-11-13 06:59:16 UTC,gid://shopify/Order/6224685662244,gid://shopify/LineItem/16224620970020,MTBP0212R,"Mid-Rise Thong - 2X/3X / Red Candy Apple,",$20.62,17.0%,$3.51
shop-cherri.myshopify.com,2025-11-13 07:01:17 UTC,gid://shopify/Order/6224686874660,gid://shopify/LineItem/16224623886372,MTB0212R,"Mid-Rise Thong - S/M / Red Candy Apple,",$17.91,17.0%,$3.04
shop-cherri.myshopify.com,2025-11-13 07:01:17 UTC,gid://shopify/Order/6224686874660,gid://shopify/LineItem/16224623820836,MTB0212L,"Mid-Rise Thong - S/M / Black Licorice,",$17.91,17.0%,$3.04
