Shop Cherri LLC Financing Scenario
Agreement Amount: ,"$6,500.00"
Principal Repayment Rate: ,17.0%
Fee Repayment Rate: ,2.89%
Period Start: ,2025-09-29,Period end: ,2025-10-05
Total Sales in Period,"$3,055.56"
Principal Payment (17.0% of retail sales),$519.45
Fee (2.89% of retail sales),$88.31
""
Store,Purchased At (UTC),Order Id,Line Item Id,SKU,Product,Net Price,Principal Repayment Rate,Principal Payment
shop-cherri.myshopify.com,2025-09-28 15:00:24 UTC,gid://shopify/Order/6111200739364,gid://shopify/LineItem/15872448921636,3PMTBP0211N,"3 Pack Mid-Rise Thongs - Neapolitan - 1X/2X / Neapolitan,",$51.00,17.0%,$8.67
shop-cherri.myshopify.com,2025-09-28 17:50:51 UTC,gid://shopify/Order/6112165855268,gid://shopify/LineItem/15874241986596,MTB0213R,"Mid-Rise Thong - M/L / Red Candy Apple,",$20.00,17.0%,$3.40
shop-cherri.myshopify.com,2025-09-28 20:04:33 UTC,gid://shopify/Order/6113289699364,gid://shopify/LineItem/15876836032548,LRL02205L,"Bikini Brief - 1X/2X / Black Licorice,",$25.21,17.0%,$4.29
shop-cherri.myshopify.com,2025-09-28 20:04:33 UTC,gid://shopify/Order/6113289699364,gid://shopify/LineItem/15876835967012,MTBP0211L,"Mid-Rise Thong - 1X/2X / Black Licorice,",$25.21,17.0%,$4.29
shop-cherri.myshopify.com,2025-09-28 20:04:33 UTC,gid://shopify/Order/6113289699364,gid://shopify/LineItem/15876835999780,MTBP0211R,"Mid-Rise Thong - 1X/2X / Red Candy Apple,",$25.21,17.0%,$4.29
shop-cherri.myshopify.com,2025-09-28 20:04:33 UTC,gid://shopify/Order/6113289699364,gid://shopify/LineItem/15876835934244,TIER10,Order Protection - TIER10,$2.29,17.0%,$0.39
shop-cherri.myshopify.com,2025-09-28 21:29:32 UTC,gid://shopify/Order/6113669873700,gid://shopify/LineItem/15878023970852,LRL02206L,"Bikini Brief - 2X/3X / Black Licorice,",$84.00,17.0%,$14.28
shop-cherri.myshopify.com,2025-09-28 21:29:32 UTC,gid://shopify/Order/6113669873700,gid://shopify/LineItem/15878023938084,BASE,Order Protection - BASE,$1.96,17.0%,$0.33
shop-cherri.myshopify.com,2025-09-28 23:00:12 UTC,gid://shopify/Order/6113840529444,gid://shopify/LineItem/15878799163428,LRL02203L,"Bikini Brief - M/L / Black Licorice,",$17.00,17.0%,$2.89
shop-cherri.myshopify.com,2025-09-28 23:04:49 UTC,gid://shopify/Order/6113847672868,gid://shopify/LineItem/15878830293028,MTB0212R,"Mid-Rise Thong - S/M / Red Candy Apple,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-09-28 23:04:49 UTC,gid://shopify/Order/6113847672868,gid://shopify/LineItem/15878830260260,MTB0212L,"Mid-Rise Thong - S/M / Black Licorice,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-09-28 23:04:49 UTC,gid://shopify/Order/6113847672868,gid://shopify/LineItem/15878830325796,LRL02202L,"Bikini Brief - S/M / Black Licorice,",$28.00,17.0%,$4.76
