Shop Cherri LLC Financing Scenario
Agreement Amount: ,"$6,500.00"
Principal Repayment Rate: ,17.0%
Fee Repayment Rate: ,2.89%
Period Start: ,2025-10-06,Period end: ,2025-10-12
Total Sales in Period,"$2,463.99"
Principal Payment (17.0% of retail sales),$418.88
Fee (2.89% of retail sales),$71.21
""
Store,Purchased At (UTC),Order Id,Line Item Id,SKU,Product,Net Price,Principal Repayment Rate,Principal Payment
shop-cherri.myshopify.com,2025-10-05 12:24:20 UTC,gid://shopify/Order/6124098650148,gid://shopify/LineItem/15907395534884,MTB0212R,"Mid-Rise Thong - S/M / Red Candy Apple,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-10-05 12:24:20 UTC,gid://shopify/Order/6124098650148,gid://shopify/LineItem/15907395600420,LRL02202L,"Bikini Brief - S/M / Black Licorice,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-10-05 12:24:20 UTC,gid://shopify/Order/6124098650148,gid://shopify/LineItem/15907395567652,TIER5,Order Protection - TIER5,$1.75,17.0%,$0.30
shop-cherri.myshopify.com,2025-10-05 15:54:54 UTC,gid://shopify/Order/6125129695268,gid://shopify/LineItem/15909086789668,LRL02202L,"Bikini Brief - S/M / Black Licorice,",$56.00,17.0%,$9.52
shop-cherri.myshopify.com,2025-10-05 17:13:01 UTC,gid://shopify/Order/6125218005028,gid://shopify/LineItem/15909325373476,MTBP0213L,"Mid-Rise Thong - 3X/4X / Black Licorice,",$17.00,17.0%,$2.89
shop-cherri.myshopify.com,2025-10-05 20:10:58 UTC,gid://shopify/Order/6125562036260,gid://shopify/LineItem/15910830014500,MTB0212R,"Mid-Rise Thong - S/M / Red Candy Apple,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-10-05 20:10:58 UTC,gid://shopify/Order/6125562036260,gid://shopify/LineItem/15910830047268,MTB0212L,"Mid-Rise Thong - S/M / Black Licorice,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-10-05 20:10:58 UTC,gid://shopify/Order/6125562036260,gid://shopify/LineItem/15910829981732,TIER5,Order Protection - TIER5,$1.75,17.0%,$0.30
shop-cherri.myshopify.com,2025-10-05 21:33:51 UTC,gid://shopify/Order/6125766377508,gid://shopify/LineItem/15911683588132,MTB0213L,"Mid-Rise Thong - M/L / Black Licorice,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-10-05 21:33:51 UTC,gid://shopify/Order/6125766377508,gid://shopify/LineItem/15911683522596,GST0223S,"G-String - M/L / Strawberry Pink,",$28.00,17.0%,$4.76
