Shop Cherri LLC Financing Scenario
Agreement Amount: ,"$6,500.00"
Principal Repayment Rate: ,17.0%
Fee Repayment Rate: ,2.89%
Period Start: ,2025-08-15,Period end: ,2025-08-24
Total Sales in Period,"$2,279.29"
Principal Payment (17.0% of retail sales),$387.48
Fee (2.89% of retail sales),$65.87
""
Store,Purchased At (UTC),Order Id,Line Item Id,SKU,Product,Net Price,Principal Repayment Rate,Principal Payment
shop-cherri.myshopify.com,2025-08-15 00:19:25 UTC,gid://shopify/Order/6047828017188,gid://shopify/LineItem/15673364086820,MTB0212G,"Mid-Rise Thong - S/M / Pink Guava,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-08-15 00:19:25 UTC,gid://shopify/Order/6047828017188,gid://shopify/LineItem/15673364119588,GST0222S,"G-String - S/M / Strawberry Pink,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-08-15 02:14:26 UTC,gid://shopify/Order/6047919865892,gid://shopify/LineItem/15673632129060,LRL02205L,"Bikini Brief - 1X/2X / Black Licorice,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-08-15 02:14:26 UTC,gid://shopify/Order/6047919865892,gid://shopify/LineItem/15673632161828,GSP02301LM,G-String - 1X/2X / Lemonade,$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-08-15 02:14:26 UTC,gid://shopify/Order/6047919865892,gid://shopify/LineItem/15673632096292,TIER5,Order Protection - TIER5,$1.75,17.0%,$0.30
shop-cherri.myshopify.com,2025-08-15 03:37:01 UTC,gid://shopify/Order/6047967248420,gid://shopify/LineItem/15673732300836,MTB0214B,"Mid-Rise Thong - L/XL / Blueberry,",$27.99,17.0%,$4.76
shop-cherri.myshopify.com,2025-08-15 17:24:11 UTC,gid://shopify/Order/6048557236260,gid://shopify/LineItem/15675078443044,MTB0213B,"Mid-Rise Thong - M/L / Blueberry,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-08-15 17:24:11 UTC,gid://shopify/Order/6048557236260,gid://shopify/LineItem/15675078475812,MTB0213G,"Mid-Rise Thong - M/L / Pink Guava,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-08-15 17:24:11 UTC,gid://shopify/Order/6048557236260,gid://shopify/LineItem/15675078377508,TIER10,Order Protection - TIER10,$2.55,17.0%,$0.43
shop-cherri.myshopify.com,2025-08-15 17:24:11 UTC,gid://shopify/Order/6048557236260,gid://shopify/LineItem/15675078410276,GST0223S,"G-String - M/L / Strawberry Pink,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-08-16 00:13:24 UTC,gid://shopify/Order/6049182023716,gid://shopify/LineItem/15677543677988,TIER5,Order Protection - TIER5,$1.75,17.0%,$0.30
shop-cherri.myshopify.com,2025-08-16 00:13:24 UTC,gid://shopify/Order/6049182023716,gid://shopify/LineItem/15677543710756,3PLRL02203SF,"3 Pack Bikini Briefs - Spring Fling - M/L / Spring Fling,",$60.00,17.0%,$10.20
shop-cherri.myshopify.com,2025-08-16 12:58:12 UTC,gid://shopify/Order/6049783447588,gid://shopify/LineItem/15678908071972,MTB0213B,"Mid-Rise Thong - M/L / Blueberry,",$25.21,17.0%,$4.29
shop-cherri.myshopify.com,2025-08-16 12:58:12 UTC,gid://shopify/Order/6049783447588,gid://shopify/LineItem/15678908039204,BASE,Order Protection - BASE,$0.88,17.0%,$0.15
shop-cherri.myshopify.com,2025-08-16 19:10:13 UTC,gid://shopify/Order/6050354921508,gid://shopify/LineItem/15681194491940,3PMTBP0211N,"3 Pack Mid-Rise Thongs - Neapolitan - 1X/2X / Neapolitan,",$59.99,17.0%,$10.20
shop-cherri.myshopify.com,2025-08-16 20:53:20 UTC,gid://shopify/Order/6050618638372,gid://shopify/LineItem/15682590146596,BASE,Order Protection - BASE,$0.84,17.0%,$0.14
shop-cherri.myshopify.com,2025-08-16 20:53:20 UTC,gid://shopify/Order/6050618638372,gid://shopify/LineItem/15682590179364,MTB0213B,"Mid-Rise Thong - M/L / Blueberry,",$23.81,17.0%,$4.05
shop-cherri.myshopify.com,2025-08-16 21:31:50 UTC,gid://shopify/Order/6050717040676,gid://shopify/LineItem/15683141238820,MTB0211G,"Mid-Rise Thong - XS/S / Pink Guava,",$0.00,17.0%,$0.00
shop-cherri.myshopify.com,2025-08-16 21:31:50 UTC,gid://shopify/Order/6050717040676,gid://shopify/LineItem/15683141173284,Cherri-Tote2,OG Logo Mini Tote,$0.00,17.0%,$0.00
shop-cherri.myshopify.com,2025-08-16 21:31:50 UTC,gid://shopify/Order/6050717040676,gid://shopify/LineItem/15683141271588,MTB0211B,"Mid-Rise Thong - XS/S / Blueberry,",$0.00,17.0%,$0.00
shop-cherri.myshopify.com,2025-08-16 21:31:50 UTC,gid://shopify/Order/6050717040676,gid://shopify/LineItem/15683141140516,MTB0212B,"Mid-Rise Thong - S/M / Blueberry,",$0.00,17.0%,$0.00
