Shop Cherri LLC Financing Scenario
Agreement Amount: ,"$6,500.00"
Principal Repayment Rate: ,17.0%
Fee Repayment Rate: ,2.89%
Period Start: ,2025-10-13,Period end: ,2025-10-19
Total Sales in Period,"$2,037.76"
Principal Payment (17.0% of retail sales),$346.42
Fee (2.89% of retail sales),$58.89
""
Store,Purchased At (UTC),Order Id,Line Item Id,SKU,Product,Net Price,Principal Repayment Rate,Principal Payment
shop-cherri.myshopify.com,2025-10-12 20:33:50 UTC,gid://shopify/Order/6175719161892,gid://shopify/LineItem/16091504050212,3PMTBP0211N,"3 Pack Mid-Rise Thongs - Neapolitan - 1X/2X / Neapolitan,",$51.01,17.0%,$8.67
shop-cherri.myshopify.com,2025-10-12 20:33:50 UTC,gid://shopify/Order/6175719161892,gid://shopify/LineItem/16091504017444,MTBP0211L,"Mid-Rise Thong - 1X/2X / Black Licorice,",$23.80,17.0%,$4.05
shop-cherri.myshopify.com,2025-10-12 20:33:50 UTC,gid://shopify/Order/6175719161892,gid://shopify/LineItem/16091503984676,MTBP0211R,"Mid-Rise Thong - 1X/2X / Red Candy Apple,",$23.80,17.0%,$4.05
shop-cherri.myshopify.com,2025-10-12 20:33:50 UTC,gid://shopify/Order/6175719161892,gid://shopify/LineItem/16091503951908,TIER16,Order Protection - TIER16,$3.01,17.0%,$0.51
shop-cherri.myshopify.com,2025-10-13 03:53:06 UTC,gid://shopify/Order/6176195313700,gid://shopify/LineItem/16093400989732,MTB0212L,"Mid-Rise Thong - S/M / Black Licorice,",$20.00,17.0%,$3.40
shop-cherri.myshopify.com,2025-10-13 05:52:52 UTC,gid://shopify/Order/6176250757156,gid://shopify/LineItem/16093504536612,MTB0213L,"Mid-Rise Thong - M/L / Black Licorice,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-10-13 15:37:49 UTC,gid://shopify/Order/6176560578596,gid://shopify/LineItem/16094093672484,MTB0212R,"Mid-Rise Thong - S/M / Red Candy Apple,",$56.00,17.0%,$9.52
shop-cherri.myshopify.com,2025-10-13 15:37:49 UTC,gid://shopify/Order/6176560578596,gid://shopify/LineItem/16094093639716,TIER20,Order Protection - TIER20,$4.15,17.0%,$0.71
shop-cherri.myshopify.com,2025-10-13 15:37:49 UTC,gid://shopify/Order/6176560578596,gid://shopify/LineItem/16094093705252,MTB0212L,"Mid-Rise Thong - S/M / Black Licorice,",$84.00,17.0%,$14.28
shop-cherri.myshopify.com,2025-10-13 19:13:00 UTC,gid://shopify/Order/6176859815972,gid://shopify/LineItem/16095210242084,MTB0214R,"Mid-Rise Thong - L/XL / Red Candy Apple,",$25.21,17.0%,$4.29
shop-cherri.myshopify.com,2025-10-13 19:13:00 UTC,gid://shopify/Order/6176859815972,gid://shopify/LineItem/16095210274852,LRL02204L,"Bikini Brief - L/XL / Black Licorice,",$50.42,17.0%,$8.57
shop-cherri.myshopify.com,2025-10-13 19:13:00 UTC,gid://shopify/Order/6176859815972,gid://shopify/LineItem/16095210209316,TIER10,Order Protection - TIER10,$2.29,17.0%,$0.39
shop-cherri.myshopify.com,2025-10-14 00:15:58 UTC,gid://shopify/Order/6177306738724,gid://shopify/LineItem/16097070612516,MTB0213L,"Mid-Rise Thong - M/L / Black Licorice,",$0.02,17.0%,$0.00
shop-cherri.myshopify.com,2025-10-14 15:19:24 UTC,gid://shopify/Order/6177796816932,gid://shopify/LineItem/16098089730084,MTB0213L,"Mid-Rise Thong - M/L / Black Licorice,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-10-14 17:02:42 UTC,gid://shopify/Order/6177900494884,gid://shopify/LineItem/16098363899940,MTBP0211L,"Mid-Rise Thong - 1X/2X / Black Licorice,",$23.80,17.0%,$4.05
