Shop Cherri LLC Financing Scenario
Agreement Amount: ,"$6,500.00"
Principal Repayment Rate: ,17.0%
Fee Repayment Rate: ,2.89%
Period Start: ,2025-09-22,Period end: ,2025-09-28
Total Sales in Period,"$3,903.18"
Principal Payment (17.0% of retail sales),$663.54
Fee (2.89% of retail sales),$112.80
""
Store,Purchased At (UTC),Order Id,Line Item Id,SKU,Product,Net Price,Principal Repayment Rate,Principal Payment
shop-cherri.myshopify.com,2025-09-21 11:55:31 UTC,gid://shopify/Order/6101872443428,gid://shopify/LineItem/15844142678052,MTB0214R,"Mid-Rise Thong - L/XL / Red Candy Apple,",$0.00,17.0%,$0.00
shop-cherri.myshopify.com,2025-09-21 14:20:53 UTC,gid://shopify/Order/6101996666916,gid://shopify/LineItem/15844350656548,GST02304LM,G-String - L/XL / Lemonade,$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-09-21 14:20:53 UTC,gid://shopify/Order/6101996666916,gid://shopify/LineItem/15844350591012,TIER5,Order Protection - TIER5,$1.75,17.0%,$0.30
shop-cherri.myshopify.com,2025-09-21 14:20:53 UTC,gid://shopify/Order/6101996666916,gid://shopify/LineItem/15844350623780,MTB0214L,"Mid-Rise Thong - L/XL / Black Licorice,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-09-21 17:43:02 UTC,gid://shopify/Order/6102202384420,gid://shopify/LineItem/15844952899620,3PLRL02205SF,"3 Pack Bikini Briefs - Spring Fling - 1X/2X / Spring Fling,",$60.00,17.0%,$10.20
shop-cherri.myshopify.com,2025-09-21 17:43:02 UTC,gid://shopify/Order/6102202384420,gid://shopify/LineItem/15844952866852,TIER5,Order Protection - TIER5,$1.75,17.0%,$0.30
shop-cherri.myshopify.com,2025-09-22 10:16:49 UTC,gid://shopify/Order/6103220060196,gid://shopify/LineItem/15848789311524,MTB0213L,"Mid-Rise Thong - M/L / Black Licorice,",$28.00,17.0%,$4.76
shop-cherri.myshopify.com,2025-09-22 17:32:39 UTC,gid://shopify/Order/6103532765220,gid://shopify/LineItem/15849514270756,MTB0214L,"Mid-Rise Thong - L/XL / Black Licorice,",$25.21,17.0%,$4.29
shop-cherri.myshopify.com,2025-09-22 17:32:39 UTC,gid://shopify/Order/6103532765220,gid://shopify/LineItem/15849514237988,TIER5,Order Protection - TIER5,$1.58,17.0%,$0.27
shop-cherri.myshopify.com,2025-09-22 17:32:39 UTC,gid://shopify/Order/6103532765220,gid://shopify/LineItem/15849514303524,MTB0214R,"Mid-Rise Thong - L/XL / Red Candy Apple,",$25.21,17.0%,$4.29
shop-cherri.myshopify.com,2025-09-23 04:06:08 UTC,gid://shopify/Order/6104232198180,gid://shopify/LineItem/15851518918692,MTB0214R,"Mid-Rise Thong - L/XL / Red Candy Apple,",$23.80,17.0%,$4.05
shop-cherri.myshopify.com,2025-09-23 04:06:08 UTC,gid://shopify/Order/6104232198180,gid://shopify/LineItem/15851518951460,MTB0214L,"Mid-Rise Thong - L/XL / Black Licorice,",$23.80,17.0%,$4.05
shop-cherri.myshopify.com,2025-09-23 04:06:08 UTC,gid://shopify/Order/6104232198180,gid://shopify/LineItem/15851518885924,MTB0214L,"Mid-Rise Thong - L/XL / Black Licorice,",$23.80,17.0%,$4.05
